CITY_NAME:lat=LATITUDE,lon=LONGITUDE
Roma:lat=41.88000107,lon=12.52000046
Salvador:lat=-12.60025692,lon=-38.47999954
Shiraz:lat=29.62999916,lon=52.56999969
Stockholm:lat=59.24463272,lon=18.08426857
Surabaja:lat=-7.400000095,lon=112.6843719
T`ai-nan:lat=23.17000008,lon=120.2300034
Tampa:lat=27.99735832,lon=-82.59302521
Tel Aviv-Yafo:lat=31.91719818,lon=34.85683441
Thessaloniki:lat=40.63000107,lon=22.79999924
Toshkent:lat=41.24793243,lon=69.34986877
Tripoli:lat=34.34375763,lon=36.00706863
Valparaiso:lat=-32.90000153,lon=-71.29933929
Vancouver:lat=49.27429962,lon=-122.9630661
Vladivostok:lat=43.13000107,lon=131.960434
Walvis Bay:lat=-23.10186768,lon=14.61710453
Windhoek:lat=-22.56999969,lon=17.10000038
Wellington:lat=-41.21039581,lon=175.1449432
Seattle:lat=47.58855438,lon=-122.3166504
San Diego:lat=32.76145935,lon=-117.1254959
Iquique:lat=-20.26000023,lon=-69.91326141
Abu Zaby:lat=24.23600769,lon=54.61927032
San Cristobal:lat=7.576601028,lon=-72.00545502
Astrakhan:lat=46.25,lon=48
Ghadamis:lat=30.13860321,lon=9.818350792
Salto:lat=-31.30515289,lon=-57.70877457
Yellowknife:lat=62.52061462,lon=-114.0613632
Hilo:lat=19.71481514,lon=-155.0672913
Honolulu:lat=21.32117653,lon=-157.8061829
Anchorage:lat=61.18864822,lon=-149.1729736
Fairbanks:lat=64.83874512,lon=-147.6511841
Juneau:lat=58.39100647,lon=-134.1324768
San Jose:lat=37.30810547,lon=-121.8474579
Chihuaha:lat=28.5581398,lon=-105.9666367
Veracruz:lat=19.00967598,lon=-96.08406067
Oaxaca:lat=16.92090607,lon=-96.94203949
Longyearbyen:lat=78.19999695,lon=15.65999985
Hong Kong:lat=22.42840576,lon=114.1457062
Kowloon:lat=22.37989616,lon=114.2301178
Singapore:lat=1.229793549,lon=104.1771164
